"AIRPORT","DISPLAY_AIRPORT_NAME","DISPLAY_AIRPORT_CITY_NAME_FULL","AIRPORT_WAC","AIRPORT_COUNTRY_NAME","AIRPORT_COUNTRY_CODE_ISO","AIRPORT_STATE_NAME","AIRPORT_STATE_CODE","AIRPORT_STATE_FIPS","CITY_MARKET_ID","DISPLAY_CITY_MARKET_NAME_FULL","CITY_MARKET_WAC","LATITUDE","LONGITUDE",
"CHE","Caherciveen Reenroe","Caherciveen, Ireland",441,"Ireland","IE","","","",30983,"Caherciveen, Ireland",441,51.95000000,-10.21666667,
"CHF","R 813","Chinhae, South Korea",778,"South Korea","KR","","","",30984,"Chinhae, South Korea",778,35.13750000,128.69777778,
"CHF","Jinhae","Chinhae, South Korea",778,"South Korea","KR","","","",30984,"Chinhae, South Korea",778,35.14055556,128.69694444,
"CHF","Jinhae","Chinhae, South Korea",778,"South Korea","KR","","","",30984,"Chinhae, South Korea",778,35.14055556,128.69611111,
"CHF","Jinhae","Chinhae, South Korea",778,"South Korea","KR","","","",30984,"Chinhae, South Korea",778,35.14055556,128.69694444,
"CHF","Jinhae","Chinhae, South Korea",778,"South Korea","KR","","","",30984,"Chinhae, South Korea",778,35.14055556,128.69611111,
"CHG","Chaoyang Airport","Chaoyang, China",713,"China","CN","","","",30985,"Chaoyang, China",713,41.60000000,120.40000000,
"CHG","Chaoyang Airport","Chaoyang, China",713,"China","CN","","","",30985,"Chaoyang, China",713,41.53833333,120.43444444,
"CHG","Chaoyang Airport","Chaoyang, China",713,"China","CN","","","",30985,"Chaoyang, China",713,41.53861111,120.43416667,
"CHG","Chaoyang Airport","Chaoyang, China",713,"China","CN","","","",30985,"Chaoyang, China",713,41.53833333,120.43444444,
"CHG","Chaoyang Airport","Chaoyang, China",713,"China","CN","","","",30985,"Chaoyang, China",713,41.53861111,120.43416667,
"CHI","Chicago Metropolitan Area","Chicago, IL",41,"United States","US","Illinois","IL","17",30977,"Chicago, IL",41,41.87388889,-87.75555556,
"CHL","Challis Airport","Challis, ID",83,"United States","US","Idaho","ID","16",30987,"Challis, ID",83,44.52305556,-114.21666667,
"CHL","Challis Airport","Challis, ID",83,"United States","US","Idaho","ID","16",30987,"Challis, ID",83,44.52361111,-114.21805556,
"CHM","Chimbote Airport","Chimbote, Peru",368,"Peru","PE","","","",30988,"Chimbote, Peru",368,-9.08333333,-78.60000000,
"CHM","Teniente Jaime A. de Montreuil Morales","Chimbote, Peru",368,"Peru","PE","","","",30988,"Chimbote, Peru",368,-9.14972222,-78.52388889,
"CHM","Teniente Jaime A. de Montreuil Morales","Chimbote, Peru",368,"Peru","PE","","","",30988,"Chimbote, Peru",368,-9.14972222,-78.52361111,
"CHM","Teniente Jaime A. de Montreuil Morales","Chimbote, Peru",368,"Peru","PE","","","",30988,"Chimbote, Peru",368,-9.14972222,-78.52388889,
"CHM","Teniente Jaime A. de Montreuil Morales","Chimbote, Peru",368,"Peru","PE","","","",30988,"Chimbote, Peru",368,-9.14972222,-78.52361111,
"CHO","Charlottesville Albemarle","Charlottesville, VA",38,"United States","US","Virginia","VA","51",30990,"Charlottesville, VA",38,38.14138889,-78.45305556,
"CHO","Charlottesville Albemarle","Charlottesville, VA",38,"United States","US","Virginia","VA","51",30990,"Charlottesville, VA",38,38.13861111,-78.45277778,
"CHO","Charlottesville Albemarle","Charlottesville, VA",38,"United States","US","Virginia","VA","51",30990,"Charlottesville, VA",38,38.13972222,-78.45222222,
"CHO","Charlottesville Albemarle","Charlottesville, VA",38,"United States","US","Virginia","VA","51",30990,"Charlottesville, VA",38,38.13861111,-78.45277778,
"CHO","Charlottesville Albemarle","Charlottesville, VA",38,"United States","US","Virginia","VA","51",30990,"Charlottesville, VA",38,38.13972222,-78.45222222,
"CHP","Circle Hot Springs Airport","Circle Hot Springs, AK",1,"United States","US","Alaska","AK","02",30991,"Circle Hot Springs, AK",1,65.48555556,-144.61083333,
"CHP","Circle Hot Springs Airport","Circle Hot Springs, AK",1,"United States","US","Alaska","AK","02",30991,"Circle Hot Springs, AK",1,65.48583333,-144.61166667,
"CHP","Circle Hot Springs Airport","Circle Hot Springs, AK",1,"United States","US","Alaska","AK","02",30991,"Circle Hot Springs, AK",1,65.48555556,-144.61083333,
"CHP","Circle Hot Springs Airport","Circle Hot Springs, AK",1,"United States","US","Alaska","AK","02",30991,"Circle Hot Springs, AK",1,65.48583333,-144.61166667,
"CHQ","Souda","Chania, Greece",433,"Greece","GR","","","",30992,"Chania, Greece",433,35.53250000,24.14833333,
"CHQ","Souda","Chania, Greece",433,"Greece","GR","","","",30992,"Chania, Greece",433,35.53166667,24.14972222,
"CHR","Chateauroux Airport","Chateauroux, France",427,"France","FR","","","",30993,"Chateauroux, France",427,46.81666667,1.70000000,
"CHR","Chigorodo Airport","Chigorodo, Colombia",327,"Colombia","CO","","","",32299,"Chigorodo, Colombia",327,7.68166667,-76.68666667,
"CHS","Charleston International","Charleston, SC",37,"United States","US","South Carolina","SC","45",30994,"Charleston, SC",37,32.89916667,-80.03888889,
"CHS","Charleston AFB/International","Charleston, SC",37,"United States","US","South Carolina","SC","45",30994,"Charleston, SC",37,32.89861111,-80.04055556,
"CHT","Chatham Islands Airport","Chatham Islands, New Zealand",851,"New Zealand","NZ","","","",30995,"Chatham Islands, New Zealand",851,-43.81194444,-176.46555556,
"CHU","Chuathbaluk Airport","Chuathbaluk, AK",1,"United States","US","Alaska","AK","02",30996,"Chuathbaluk, AK",1,61.57194444,-159.24500000,
"CHU","Chuathbaluk Airport","Chuathbaluk, AK",1,"United States","US","Alaska","AK","02",30996,"Chuathbaluk, AK",1,61.57916667,-159.21555556,
"CHW","Jiuquan Airport","Jiuquan, China",713,"China","CN","","","",30997,"Jiuquan, China",713,39.85000000,98.41666667,
"CHW","Jiuquan Airport","Jiuquan, China",713,"China","CN","","","",30997,"Jiuquan, China",713,39.85972222,98.33833333,
"CHW","Jiayuguan","Jiuquan, China",713,"China","CN","","","",30997,"Jiuquan, China",713,39.85972222,98.33833333,
"CHW","Jiuquan Airport","Jiuquan, China",713,"China","CN","","","",30997,"Jiuquan, China",713,39.85972222,98.33833333,
"CHW","Jiayuguan","Jiuquan, China",713,"China","CN","","","",30997,"Jiuquan, China",713,39.85972222,98.33833333,
"CHX","Changuinola 1","Changuinola, Panama",162,"Panama","PA","","","",30998,"Changuinola, Panama",162,9.42611111,-82.56277778,
"CHZ","Chiloquin State","Chiloquin, OR",92,"United States","US","Oregon","OR","41",30999,"Chiloquin, OR",92,42.57638889,-121.87694444,
"CHZ","Chiloquin State","Chiloquin, OR",92,"United States","US","Oregon","OR","41",30999,"Chiloquin, OR",92,42.58305556,-121.87611111,
"CHZ","Chiloquin State","Chiloquin, OR",92,"United States","US","Oregon","OR","41",30999,"Chiloquin, OR",92,42.57944444,-121.87888889,
"CHZ","Chiloquin State","Chiloquin, OR",92,"United States","US","Oregon","OR","41",30999,"Chiloquin, OR",92,42.58305556,-121.87611111,
"CHZ","Chiloquin State","Chiloquin, OR",92,"United States","US","Oregon","OR","41",30999,"Chiloquin, OR",92,42.57944444,-121.87888889,
"CIA","Ciampino","Rome, Italy",450,"Italy","IT","","","",31000,"Rome, Italy",450,41.79944444,12.59333333,
"CIA","Ciampino","Rome, Italy",450,"Italy","IT","","","",31000,"Rome, Italy",450,41.79944444,12.59500000,
"CIB","Catalina","Avalon, CA",91,"United States","US","California","CA","06",30437,"Catalina Island, CA",91,33.40500000,-118.41583333,
"CIC","Chico Municipal","Chico, CA",91,"United States","US","California","CA","06",31002,"Chico, CA",91,39.79583333,-121.85666667,
"CIC","Chico Municipal","Chico, CA",91,"United States","US","California","CA","06",31002,"Chico, CA",91,39.79527778,-121.85833333,
"CID","Cedar Rapids Municipal","Cedar Rapids/Iowa City, IA",61,"United States","US","Iowa","IA","19",31003,"Cedar Rapids/Iowa City, IA",61,41.88444444,-91.70611111,
"CID","The Eastern Iowa","Cedar Rapids/Iowa City, IA",61,"United States","US","Iowa","IA","19",31003,"Cedar Rapids/Iowa City, IA",61,41.88444444,-91.70611111,
"CID","The Eastern Iowa","Cedar Rapids/Iowa City, IA",61,"United States","US","Iowa","IA","19",31003,"Cedar Rapids/Iowa City, IA",61,41.88472222,-91.71083333,
"CIG","Craig-Moffat","Craig, CO",82,"United States","US","Colorado","CO","08",31004,"Craig, CO",82,40.49555556,-107.52500000,
"CIG","Craig-Moffat","Craig, CO",82,"United States","US","Colorado","CO","08",31004,"Craig, CO",82,40.49527778,-107.52166667,
"CIH","Changzhi Airport","Changzhi, China",713,"China","CN","","","",31005,"Changzhi, China",713,36.18333333,113.10000000,
"CIJ","Cobija Airport","Cobija, Bolivia",312,"Bolivia","BO","","","",31006,"Cobija, Bolivia",312,-11.02638889,-68.75277778,
"CIJ","Cobija Airport","Cobija, Bolivia",312,"Bolivia","BO","","","",31006,"Cobija, Bolivia",312,-11.04083333,-68.78305556,
"CIJ","Cap Av Civ Anibal Arab Fadul International","Cobija, Bolivia",312,"Bolivia","BO","","","",31006,"Cobija, Bolivia",312,-11.04083333,-68.78305556,
"CIJ","Cap Av Civ Anibal Arab Fadul","Cobija, Bolivia",312,"Bolivia","BO","","","",31006,"Cobija, Bolivia",312,-11.04083333,-68.78305556,
"CIJ","Cap Av Civ Anibal Arab Fadul International","Cobija, Bolivia",312,"Bolivia","BO","","","",31006,"Cobija, Bolivia",312,-11.04083333,-68.78305556,
"CIK","Chalkyitsik Airport","Chalkyitsik, AK",1,"United States","US","Alaska","AK","02",31007,"Chalkyitsik, AK",1,66.64805556,-143.72916667,
"CIK","Chalkyitsik Airport","Chalkyitsik, AK",1,"United States","US","Alaska","AK","02",31007,"Chalkyitsik, AK",1,66.64500000,-143.74000000,
"CIL","Council Airport","Council, AK",1,"United States","US","Alaska","AK","02",31008,"Council, AK",1,64.90805556,-163.73305556,
"CIL","Council Airport","Council, AK",1,"United States","US","Alaska","AK","02",31008,"Council, AK",1,64.89777778,-163.70333333,
"CIL","Council Airport","Council, AK",1,"United States","US","Alaska","AK","02",31008,"Council, AK",1,64.89666667,-163.70361111,
"CIL","Council Airport","Council, AK",1,"United States","US","Alaska","AK","02",31008,"Council, AK",1,64.89777778,-163.70333333,
"CIL","Council Airport","Council, AK",1,"United States","US","Alaska","AK","02",31008,"Council, AK",1,64.89666667,-163.70361111,
"CIN","Arthur N Neu","Carroll, IA",61,"United States","US","Iowa","IA","19",31009,"Carroll, IA",61,42.04722222,-94.79055556,
"CIN","Arthur N Neu","Carroll, IA",61,"United States","US","Iowa","IA","19",31009,"Carroll, IA",61,42.04611111,-94.78888889,
"CIN","Arthur N Neu","Carroll, IA",61,"United States","US","Iowa","IA","19",31009,"Carroll, IA",61,42.04666667,-94.78861111,
"CIN","Arthur N Neu","Carroll, IA",61,"United States","US","Iowa","IA","19",31009,"Carroll, IA",61,42.04611111,-94.78888889,
"CIN","Arthur N Neu","Carroll, IA",61,"United States","US","Iowa","IA","19",31009,"Carroll, IA",61,42.04666667,-94.78861111,
"CIP","Chipata Airport","Chipata, Zambia",597,"Zambia","ZM","","","",31010,"Chipata, Zambia",597,-13.55694444,32.58722222,
"CIP","Chipata Airport","Chipata, Zambia",597,"Zambia","ZM","","","",31010,"Chipata, Zambia",597,-13.55805556,32.58694444,
"CIR","Cairo Regional","Cairo, IL",41,"United States","US","Illinois","IL","17",31011,"Cairo, IL",41,37.06111111,-89.21805556,
"CIR","Cairo Regional","Cairo, IL",41,"United States","US","Illinois","IL","17",31011,"Cairo, IL",41,37.06444444,-89.21972222,
"CIR","Cairo Regional","Cairo, IL",41,"United States","US","Illinois","IL","17",31011,"Cairo, IL",41,37.06416667,-89.21944444,
"CIR","Cairo Regional","Cairo, IL",41,"United States","US","Illinois","IL","17",31011,"Cairo, IL",41,37.06444444,-89.21972222,
"CIR","Cairo Regional","Cairo, IL",41,"United States","US","Illinois","IL","17",31011,"Cairo, IL",41,37.06416667,-89.21944444,
"CIT","Shymkent","Shimkent, Kazakhstan",738,"Kazakhstan","KZ","","","",36796,"Shimkent, Kazakhstan",738,42.36500000,69.47527778,
"CIU","Chippewa County International","Sault Ste. Marie, MI",43,"United States","US","Michigan","MI","26",31013,"Sault Ste. Marie, MI",43,46.24194444,-84.46611111,
"CIU","Chippewa County International","Sault Ste. Marie, MI",43,"United States","US","Michigan","MI","26",31013,"Sault Ste. Marie, MI",43,46.25083333,-84.47250000,
"CIV","Chomley Airport","Chomley, AK",1,"United States","US","Alaska","AK","02",31014,"Chomley, AK",1,55.24777778,-132.32361111,
"CIW","Canouan Airport","Canouan, Saint Vincent and the Grenadines",279,"Saint Vincent and the Grenadines","VC","","","",31015,"Canouan, Saint Vincent and the Grenadines",279,12.69916667,-61.34250000,
"CIW","Canouan Airport","Canouan, Saint Vincent and the Grenadines",279,"Saint Vincent and the Grenadines","VC","","","",31015,"Canouan, Saint Vincent and the Grenadines",279,12.70083333,-61.34500000,
"CIX","Capt. Jose A. Quinones Gonzales International","Chiclayo, Peru",368,"Peru","PE","","","",31016,"Chiclayo, Peru",368,-6.78972222,-79.83222222,
"CIX","Capt. Jose A. Quinones Gonzales International","Chiclayo, Peru",368,"Peru","PE","","","",31016,"Chiclayo, Peru",368,-6.78750000,-79.82805556,
"CIY","Comiso Airport","Comiso, Italy",450,"Italy","IT","","","",31017,"Comiso, Italy",450,36.99166667,14.60694444,
"CIY","Comiso Airport","Comiso, Italy",450,"Italy","IT","","","",31017,"Comiso, Italy",450,36.99527778,14.60777778,
"CJA","Cajamarca Airport","Cajamarca, Peru",368,"Peru","PE","","","",31018,"Cajamarca, Peru",368,-7.13333333,-78.50000000,
"CJA","Gen FAP Armando Revoredo Iglesias","Cajamarca, Peru",368,"Peru","PE","","","",31018,"Cajamarca, Peru",368,-7.13916667,-78.48944444,
"CJB","Coimbatore Airport","Coimbatore, India",733,"India","IN","","","",31019,"Coimbatore, India",733,11.02833333,77.04333333,
"CJB","Coimbatore Airport","Coimbatore, India",733,"India","IN","","","",31019,"Coimbatore, India",733,11.03166667,77.04472222,
"CJB","Coimbatore International","Coimbatore, India",733,"India","IN","","","",31019,"Coimbatore, India",733,11.03166667,77.04472222,
"CJB","Coimbatore Airport","Coimbatore, India",733,"India","IN","","","",31019,"Coimbatore, India",733,11.03166667,77.04472222,
"CJB","Coimbatore International","Coimbatore, India",733,"India","IN","","","",31019,"Coimbatore, India",733,11.03166667,77.04472222,
"CJC","El Loa","Calama, Chile",324,"Chile","CL","","","",31020,"Calama, Chile",324,-22.48722222,-68.91666667,
"CJC","El Loa","Calama, Chile",324,"Chile","CL","","","",31020,"Calama, Chile",324,-22.49833333,-68.90361111,
"CJC","El Loa","Calama, Chile",324,"Chile","CL","","","",31020,"Calama, Chile",324,-22.50000000,-68.90305556,
"CJC","El Loa","Calama, Chile",324,"Chile","CL","","","",31020,"Calama, Chile",324,-22.49833333,-68.90361111,
"CJC","El Loa","Calama, Chile",324,"Chile","CL","","","",31020,"Calama, Chile",324,-22.50000000,-68.90305556,
"CJC","El Loa","Calama, Chile",324,"Chile","CL","","","",31020,"Calama, Chile",324,-22.49833333,-68.90361111,
"CJC","El Loa","Calama, Chile",324,"Chile","CL","","","",31020,"Calama, Chile",324,-22.50000000,-68.90305556,
"CJI","Crafton Island Airport","Crafton Island, AK",1,"United States","US","Alaska","AK","02",31021,"Crafton Island, AK",1,60.50277778,-147.94027778,
"CJJ","Cheongju International","Cheongju, South Korea",778,"South Korea","KR","","","",36499,"Cheongju, South Korea",778,36.71638889,127.49916667,
"CJJ","Cheongju International","Cheongju, South Korea",778,"South Korea","KR","","","",36499,"Cheongju, South Korea",778,36.71638889,127.49833333,
"CJJ","Cheongju International","Cheongju, South Korea",778,"South Korea","KR","","","",36499,"Cheongju, South Korea",778,36.71638889,127.49916667,
"CJJ","Cheongju International","Cheongju, South Korea",778,"South Korea","KR","","","",36499,"Cheongju, South Korea",778,36.71638889,127.49833333,
"CJL","Chitral Airport","Chitral, Pakistan",764,"Pakistan","PK","","","",31023,"Chitral, Pakistan",764,35.88611111,71.79444444,
"CJL","Chitral Airport","Chitral, Pakistan",764,"Pakistan","PK","","","",31023,"Chitral, Pakistan",764,35.88611111,71.80000000,
"CJR","Culpeper Regional","Culpeper, VA",38,"United States","US","Virginia","VA","51",34371,"Culpeper, VA",38,38.52555556,-77.85972222,
"CJS","Ciudad Juarez International","Ciudad Juarez, Mexico",148,"Mexico","MX","","","",31024,"Ciudad Juarez, Mexico",148,31.63722222,-106.42861111,
"CJS","Abraham Gonzalez International","Ciudad Juarez, Mexico",148,"Mexico","MX","","","",31024,"Ciudad Juarez, Mexico",148,31.63638889,-106.42861111,
"CJU","Jeju International","Jeju, South Korea",778,"South Korea","KR","","","",31025,"Jeju, South Korea",778,33.50555556,126.49500000,
"CJU","Jeju International","Jeju, South Korea",778,"South Korea","KR","","","",31025,"Jeju, South Korea",778,33.51222222,126.49250000,
"CJW","Clay Center Municipal","Clay Center, KS",62,"United States","US","Kansas","KS","20",31026,"Clay Center, KS",62,39.38722222,-97.15722222,
"CKB","Benedum","Clarksburg/Fairmont, WV",39,"United States","US","West Virginia","WV","54",31027,"Clarksburg/Fairmont, WV",39,39.29555556,-80.22944444,
"CKB","North Central West Virginia","Clarksburg/Fairmont, WV",39,"United States","US","West Virginia","WV","54",31027,"Clarksburg/Fairmont, WV",39,39.29666667,-80.22805556,
"CKB","North Central West Virginia","Clarksburg/Fairmont, WV",39,"United States","US","West Virginia","WV","54",31027,"Clarksburg/Fairmont, WV",39,39.29777778,-80.22750000,
"CKB","North Central West Virginia","Clarksburg/Fairmont, WV",39,"United States","US","West Virginia","WV","54",31027,"Clarksburg/Fairmont, WV",39,39.29666667,-80.22805556,
"CKB","North Central West Virginia","Clarksburg/Fairmont, WV",39,"United States","US","West Virginia","WV","54",31027,"Clarksburg/Fairmont, WV",39,39.29777778,-80.22750000,
"CKD","Crooked Creek Airport","Crooked Creek, AK",1,"United States","US","Alaska","AK","02",31028,"Crooked Creek, AK",1,61.88555556,-158.13722222,
"CKD","Crooked Creek Airport","Crooked Creek, AK",1,"United States","US","Alaska","AK","02",31028,"Crooked Creek, AK",1,61.86777778,-158.13500000,
"CKE","Pearce Field","Clear Lake, CA",91,"United States","US","California","CA","06",31029,"Clear Lake, CA",91,38.93472222,-122.62222222,
"CKG","Jiangbei","Chongqing, China",713,"China","CN","","","",31030,"Chongqing, China",713,29.71944444,106.64388889,
"CKG","Jiangbei","Chongqing, China",713,"China","CN","","","",31030,"Chongqing, China",713,29.71972222,106.64361111,
"CKG","Jiangbei","Chongqing, China",713,"China","CN","","","",31030,"Chongqing, China",713,29.72500000,106.65166667,
"CKG","Jiangbei","Chongqing, China",713,"China","CN","","","",31030,"Chongqing, China",713,29.71944444,106.64388889,
"CKG","Jiangbei","Chongqing, China",713,"China","CN","","","",31030,"Chongqing, China",713,29.72500000,106.65166667,
"CKM","Fletcher Field","Clarksdale, MS",53,"United States","US","Mississippi","MS","28",31031,"Clarksdale, MS",53,34.29972222,-90.51222222,
"CKO","Cornelio Procopio Airport","Cornelio Procopio, Brazil",316,"Brazil","BR","","","",36407,"Cornelio Procopio, Brazil",316,-23.15222222,-50.60222222,
"CKO","Cornelio Procopio Airport","Cornelio Procopio, Brazil",316,"Brazil","BR","","","",36407,"Cornelio Procopio, Brazil",316,-23.15250000,-50.60277778,
"CKS","Carajas Airport","Carajas, Brazil",316,"Brazil","BR","","","",31033,"Carajas, Brazil",316,-6.11777778,-50.00361111,
"CKS","Carajas Airport","Carajas, Brazil",316,"Brazil","BR","","","",31033,"Carajas, Brazil",316,-6.11777778,-50.00333333,
"CKU","Cordova Municipal","Cordova, AK",1,"United States","US","Alaska","AK","02",30913,"Cordova, AK",1,60.54250000,-145.72666667,
"CKU","Cordova Municipal","Cordova, AK",1,"United States","US","Alaska","AK","02",30913,"Cordova, AK",1,60.54388889,-145.72666667,
"CKU","Cordova Municipal","Cordova, AK",1,"United States","US","Alaska","AK","02",30913,"Cordova, AK",1,60.54361111,-145.72583333,
"CKU","Cordova Municipal","Cordova, AK",1,"United States","US","Alaska","AK","02",30913,"Cordova, AK",1,60.54388889,-145.72666667,
"CKU","Cordova Municipal","Cordova, AK",1,"United States","US","Alaska","AK","02",30913,"Cordova, AK",1,60.54361111,-145.72583333,
"CKV","Outlaw Field","Clarksville, TN",54,"United States","US","Tennessee","TN","47",31035,"Clarksville, TN",54,36.62083333,-87.41444444,
"CKV","Outlaw Field","Clarksville, TN",54,"United States","US","Tennessee","TN","47",31035,"Clarksville, TN",54,36.62194444,-87.41500000,
"CKX","Chicken Airport","Chicken, AK",1,"United States","US","Alaska","AK","02",31036,"Chicken, AK",1,64.06777778,-141.94916667,
"CKX","Chicken Airport","Chicken, AK",1,"United States","US","Alaska","AK","02",31036,"Chicken, AK",1,64.07138889,-141.95222222,
"CKX","Chicken Airport","Chicken, AK",1,"United States","US","Alaska","AK","02",31036,"Chicken, AK",1,64.06666667,-141.95138889,
"CKX","Chicken Airport","Chicken, AK",1,"United States","US","Alaska","AK","02",31036,"Chicken, AK",1,64.07138889,-141.95222222,
"CKX","Chicken Airport","Chicken, AK",1,"United States","US","Alaska","AK","02",31036,"Chicken, AK",1,64.06666667,-141.95138889,
"CKY","Conakry Airport","Conakry, Guinea",531,"Guinea","GN","","","",31037,"Conakry, Guinea",531,9.57638889,-13.61083333,
"CKY","Conakry Airport","Conakry, Guinea",531,"Guinea","GN","","","",31037,"Conakry, Guinea",531,9.57694444,-13.61194444,
"CLA","Comilla Airport","Comilla, Bangladesh",703,"Bangladesh","BD","","","",31038,"Comilla, Bangladesh",703,23.43750000,91.19222222,
"CLA","Comilla Airport","Comilla, Bangladesh",703,"Bangladesh","BD","","","",31038,"Comilla, Bangladesh",703,23.43611111,91.19000000,
"CLA","Comilla Airport","Comilla, Bangladesh",703,"Bangladesh","BD","","","",31038,"Comilla, Bangladesh",703,23.43722222,91.18972222,
"CLA","Comilla Airport","Comilla, Bangladesh",703,"Bangladesh","BD","","","",31038,"Comilla, Bangladesh",703,23.43611111,91.19000000,
"CLA","Comilla Airport","Comilla, Bangladesh",703,"Bangladesh","BD","","","",31038,"Comilla, Bangladesh",703,23.43722222,91.18972222,
"CLB","Castlebar Airport","Castlebar, Ireland",441,"Ireland","IE","","","",31039,"Castlebar, Ireland",441,53.84861111,-9.28027778,
"CLC","Clear Lake Metroport","Clear Lake City, TX",74,"United States","US","Texas","TX","48",31453,"Houston, TX",74,29.55694444,-95.13750000,
"CLD","Palomar","Carlsbad, CA",91,"United States","US","California","CA","06",31041,"Carlsbad, CA",91,33.12861111,-117.27972222,
"CLD","McClellan-Palomar","Carlsbad, CA",91,"United States","US","California","CA","06",31041,"Carlsbad, CA",91,33.12861111,-117.27972222,
"CLD","McClellan-Palomar","Carlsbad, CA",91,"United States","US","California","CA","06",31041,"Carlsbad, CA",91,33.12833333,-117.28000000,
"CLE","Cleveland-Hopkins International","Cleveland, OH",44,"United States","US","Ohio","OH","39",30647,"Cleveland, OH (Metropolitan Area)",44,41.41083333,-81.84944444,
"CLE","Cleveland-Hopkins International","Cleveland, OH",44,"United States","US","Ohio","OH","39",30647,"Cleveland, OH (Metropolitan Area)",44,41.40944444,-81.85500000,
"CLE","Cleveland-Hopkins International","Cleveland, OH",44,"United States","US","Ohio","OH","39",30647,"Cleveland, OH (Metropolitan Area)",44,41.40944444,-81.85472222,
"CLE","Cleveland-Hopkins International","Cleveland, OH",44,"United States","US","Ohio","OH","39",30647,"Cleveland, OH (Metropolitan Area)",44,41.40944444,-81.85500000,
"CLE","Cleveland-Hopkins International","Cleveland, OH",44,"United States","US","Ohio","OH","39",30647,"Cleveland, OH (Metropolitan Area)",44,41.40944444,-81.85472222,
"CLF","Clear Mews","Clear, AK",1,"United States","US","Alaska","AK","02",31043,"Clear, AK",1,64.30166667,-149.11777778,
"CLG","Coalinga Municipal","Coalinga, CA",91,"United States","US","California","CA","06",31044,"Coalinga, CA",91,36.16055556,-120.35944444,
"CLG","New Coalinga Municipal","Coalinga, CA",91,"United States","US","California","CA","06",31044,"Coalinga, CA",91,36.16222222,-120.29472222,
"CLH","Coolah Airport","Coolah, Australia",802,"Australia","AU","","","",31045,"Coolah, Australia",802,-31.77500000,149.60833333,
"CLH","Coolah Airport","Coolah, Australia",802,"Australia","AU","","","",31045,"Coolah, Australia",802,-31.77333333,149.60944444,
"CLI","Clintonville Municipal","Clintonville, WI",45,"United States","US","Wisconsin","WI","55",31046,"Clintonville, WI",45,44.61305556,-88.73111111,
"CLI","Clintonville Municipal","Clintonville, WI",45,"United States","US","Wisconsin","WI","55",31046,"Clintonville, WI",45,44.61333333,-88.73083333,
"CLI","Clintonville Municipal","Clintonville, WI",45,"United States","US","Wisconsin","WI","55",31046,"Clintonville, WI",45,44.61305556,-88.73083333,
"CLI","Clintonville Municipal","Clintonville, WI",45,"United States","US","Wisconsin","WI","55",31046,"Clintonville, WI",45,44.61333333,-88.73083333,
"CLI","Clintonville Municipal","Clintonville, WI",45,"United States","US","Wisconsin","WI","55",31046,"Clintonville, WI",45,44.61305556,-88.73083333,
"CLJ","Cluj Airport","Cluj, Romania",473,"Romania","RO","","","",31047,"Cluj, Romania",473,46.78333333,23.68333333,
"CLJ","Cluj-Napoca Airport","Cluj-Napoca, Romania",473,"Romania","RO","","","",31047,"Cluj-Napoca, Romania",473,46.78333333,23.68333333,
"CLJ","Cluj-Napoca Airport","Cluj-Napoca, Romania",473,"Romania","RO","","","",31047,"Cluj-Napoca, Romania",473,46.78500000,23.68611111,
"CLJ","Cluj-Napoca Airport","Cluj-Napoca, Romania",473,"Romania","RO","","","",31047,"Cluj-Napoca, Romania",473,46.78722222,23.68388889,
"CLJ","Avram Iancu","Cluj-Napoca, Romania",473,"Romania","RO","","","",31047,"Cluj-Napoca, Romania",473,46.78722222,23.68388889,
"CLJ","Cluj Napoca","Cluj-Napoca, Romania",473,"Romania","RO","","","",31047,"Cluj-Napoca, Romania",473,46.78500000,23.68611111,
"CLJ","Avram Iancu","Cluj-Napoca, Romania",473,"Romania","RO","","","",31047,"Cluj-Napoca, Romania",473,46.78722222,23.68388889,
"CLK","Clinton Municipal","Clinton, OK",73,"United States","US","Oklahoma","OK","40",31048,"Clinton, OK",73,35.53777778,-98.93166667,
"CLK","Clinton Regional","Clinton, OK",73,"United States","US","Oklahoma","OK","40",31048,"Clinton, OK",73,35.53833333,-98.93277778,
"CLL","Easterwood Field","College Station/Bryan, TX",74,"United States","US","Texas","TX","48",31049,"College Station/Bryan, TX",74,30.58944444,-96.36444444,
"CLL","Easterwood Field","College Station/Bryan, TX",74,"United States","US","Texas","TX","48",31049,"College Station/Bryan, TX",74,30.58861111,-96.36388889,
"CLM","William R. Fairchild International","Port Angeles, WA",93,"United States","US","Washington","WA","53",31050,"Port Angeles, WA",93,48.11888889,-123.49361111,
"CLM","William R. Fairchild International","Port Angeles, WA",93,"United States","US","Washington","WA","53",31050,"Port Angeles, WA",93,48.12027778,-123.49972222,
"CLN","Carolina Airport","Carolina, Brazil",316,"Brazil","BR","","","",31051,"Carolina, Brazil",316,-7.33333333,-47.45000000,
"CLO","Alfonso Bonilla Aragon International","Cali, Colombia",327,"Colombia","CO","","","",31052,"Cali, Colombia",327,3.54611111,-76.38500000,
"CLO","Alfonso Bonilla Aragon International","Cali, Colombia",327,"Colombia","CO","","","",31052,"Cali, Colombia",327,3.54305556,-76.38166667,
"CLO","Alfonso Bonilla Aragon International","Cali, Colombia",327,"Colombia","CO","","","",31052,"Cali, Colombia",327,3.54305556,-76.37805556,
"CLP","Clarks Point Airport","Clarks Point, AK",1,"United States","US","Alaska","AK","02",31053,"Clarks Point, AK",1,58.84305556,-158.54305556,
